message,cleaned,predicted,tags,inquiry,ALL_Categories
ممكن التكلفه وكيفية الحجز واسم الدكتور الي حيعمل العمليه,ممكن التكلفه وكيفية الحجز واسم الدكتور الي حيعمل العمليه,obj,Medical_consult-price-Booking-,1,Mixed-Inquiries
واحسن جروب موجد بالمستشفي فقط العناية بقيادة دمحمد عفيفي,واحسن جروب موجد بالمستشفي فقط العناية بقيادة دمحمد عفيفي,obj,,0,General Conversation
امراض الشيخوخه دي من كام سنه لو سمحت,امراض الشيخوخه دي من كام سنه لو سمحت,obj,Medical_consult-price-,1,Mixed-Inquiries
ينفع للمسامات الواسعه وتكلفته كام لو سمحت,ينفع للمسامات الواسعه وتكلفته كام لو سمحت,obj,price-,1,Price-Inquiry
كام محافظه اسكندريه,كام محافظه اسكندريه,obj,price-place-,1,Mixed-Inquiries
كام محافظه القاهره,كام محافظه القاهره,obj,price-place-,1,Mixed-Inquiries
العرض ساري ليوم كام,العرض ساري ليوم كام,obj,price-,1,Price-Inquiry
بكام والعنوان فين,بكام والعنوان فين,obj,price-place-,1,Mixed-Inquiries
سعرها كام من فرع الاسكندريه,سعرها كام من فرع الاسكندريه,obj,price-place-,1,Mixed-Inquiries
فين و بكام,فين و بكام,obj,price-place-,1,Mixed-Inquiries
سعرها كام من فرع اسكندريه ,سعرها كام من فرع اسكندريه,obj,price-place-,1,Mixed-Inquiries
بكام الجلسة فرع الاسكندرية,بكام الجلسة فرع الاسكندرية,obj,price-place-,1,Mixed-Inquiries
سعر الجلسة ,سعر الجلسة,obj,price-,1,Price-Inquiry
بكام وفين,بكام وفين,obj,price-place-,1,Mixed-Inquiries
Hm القاهره,hm القاهره,obj,place-,1,Location-Inquiry
بكم في الاسكندريه والعنوان,بكم في الاسكندريه والعنوان,obj,price-place-,1,Mixed-Inquiries
بكام محافظه اﻻسكندريه,بكام محافظه اﻻسكندريه,obj,price-,1,Price-Inquiry
سعر الجلسه اللي فاسكندريه,سعر الجلسه اللي فاسكندريه,obj,price-,1,Price-Inquiry
ينفع للآثار وبكام,ينفع للاثار وبكام,obj,price-,1,Price-Inquiry
ازالة الكلف العميق بالليزر يكلف كام,ازالة الكلف العميق بالليزر يكلف كام,obj,price-,1,Price-Inquiry
بكام اسكندرية,بكام اسكندرية,obj,price-place-,1,Mixed-Inquiries
بكام محافظة لكفر الشيخ,بكام محافظة لكفر الشيخ,obj,price-,1,Price-Inquiry
أنا عاوزة اشيل نمش فى البشرة الجلسة بكام,انا عاوزة اشيل نمش في البشرة الجلسة بكام,obj,Medical_consult-price-,1,Mixed-Inquiries
اسعار الميزوثيرابي والبلازما للشعر كام في العرض,اسعار الميزوثيرابي والبلازما للشعر كام في العرض,obj,price-,1,Price-Inquiry
مواعيده وبكام الكشف,مواعيده وبكام الكشف,obj,price-,1,Price-Inquiry
عاوز علاج البقع الداكنة,عاوز علاج البقع الداكنة,obj,Medical_consult-,1,Medical-Consultation
المواعيد امتى والكشف كام,المواعيد امتي والكشف كام,obj,price-datetime-,1,Mixed-Inquiries
ممكن اعرف جلست البلازما بكام,ممكن اعرف جلست البلازما بكام,obj,price-,1,Price-Inquiry
سعر تنظيف الجيوب بعد الخصم كام لو سمحت ,سعر تنظيف الجيوب بعد الخصم كام لو سمحت,obj,Medical_consult-price-,1,Mixed-Inquiries
بكام لو سمحت التنظيف وحشو الضرس والكشف,بكام لو سمحت التنظيف وحشو الضرس والكشف,obj,Medical_consult-price-,1,Mixed-Inquiries
لو سمحت تركيب طربوش بكام,لو سمحت تركيب طربوش بكام,obj,Medical_consult-price-,1,Mixed-Inquiries
كام السعر,كام السعر,obj,price-,1,Price-Inquiry
كم السعر,كم السعر,obj,price-,1,Price-Inquiry
تفاصيل عن المواعيد والسعر,تفاصيل عن المواعيد والسعر,obj,price-datetime-,1,Mixed-Inquiries
تنظيف الجيوب والجير كام,تنظيف الجيوب والجير كام,obj,Medical_consult-price-,1,Mixed-Inquiries
هل الجيوب اللثوية لها علاج غير التنظيف,هل الجيوب اللثوية لها علاج غير التنظيف,obj,Medical_consult-,1,Medical-Consultation
طيب المواعيد وأسعار الكشف ,طيب المواعيد واسعار الكشف,obj,price-datetime-,1,Mixed-Inquiries
"لو سمحت حضرتك
مين الدكاترة اللى موجودين والمواعيد
عاوز اعرف
عشان احدد اليوم",لو سمحت حضرتك مين الدكاترة اللي موجودين والمواعيد عاوز اعرف عشان احدد اليوم,obj,,1,General-Inquiry
"ممكن مواعيد العياده 
الاسكندريه",ممكن مواعيد العياده الاسكندريه,obj,datetime-place-,1,Mixed-Inquiries
في تعاقد مع نكست كير,في تعاقد مع نكست كير,obj,insurance-,1,Insurance-Inquiry
في عناوين في القاهره,في عناوين في القاهره,obj,place-,1,Location-Inquiry
ممكن المواعيد واسعار الكشف فى الاسكندريه,ممكن المواعيد واسعار الكشف في الاسكندريه,obj,price-datetime-place-,1,Mixed-Inquiries
الاسعار ايه ف الاسكندريه,الاسعار ايه ف الاسكندريه,obj,price-place-,1,Mixed-Inquiries
"Abdullah Sror
انا كلمت عم عمر اقعد معاه وشوف الدنيا ",abdullah sror انا كلمت عم عمر اقعد معاه وشوف الدنيا,obj,,0,General Conversation
احمد الشهير,احمد الشهير,obj,,0,General Conversation
"Hadeer Yehia
يلا نروح ",hadeer yehia يلا نروح,obj,,0,General Conversation
"موجوده ف فروع اسكندريه
ولو عندي تامين جلوب ميد بكشف بيه عادي",موجوده ف فروع اسكندريه ولو عندي تامين جلوب ميد بكشف بيه عادي,obj,insurance-place-,1,Mixed-Inquiries
"مواعيد الكشف واسعار الكشف
الاسكندريه",مواعيد الكشف واسعار الكشف الاسكندريه,obj,price-datetime-place-,1,Mixed-Inquiries
"الحجز ازاي 
واسم الدكتور",الحجز ازاي واسم الدكتور,obj,Booking-,1,Booking-Inquiry
المواعيد وكام الكشف,المواعيد وكام الكشف,obj,price-datetime-,1,Mixed-Inquiries
ممكن اعرف المواعيد لفرع الشلالات لعياده الصداع,ممكن اعرف المواعيد لفرع الشلالات لعياده الصداع,obj,datetime-place-,1,Mixed-Inquiries
المواعيد وأسعار الكشف بالاسكندريه,المواعيد واسعار الكشف بالاسكندريه,obj,price-datetime-,1,Mixed-Inquiries
جزاكم الله خيرا ووفقكم,جزاكم الله خيرا وفقكم,pos,,0,Positive-Feedback
ربنا يشفينا جميعا ان شاء الله,ربنا يشفينا جميعا ان شاء الله,obj,,0,General Conversation
جزاكي الله خير,جزاكي الله خير,pos,,0,Positive-Feedback
جزاكم الله خيرا ,جزاكم الله خيرا,pos,,0,Positive-Feedback
فين تطعيم الانفلونزا اختفى,فين تطعيم الانفلونزا اختفي,obj,place-,1,Location-Inquiry
ربنا يشفيناويشفي كل مريض  وشكرا مستشفي اندلسيه سموحه,ربنا يشفيناويشفي كل مريض وشكرا مستشفي اندلسيه سموحه,obj,place-,1,Location-Inquiry
ممكن اعرف مواعيد دكتور امتي و بكام الكشف,ممكن اعرف مواعيد دكتور امتي و بكام الكشف,obj,price-datetime-,1,Mixed-Inquiries
حمد الله علي السلامه يا دكتور مجدي,حمد الله علي السلامه يا دكتور مجدي,pos,,0,Positive-Feedback
منور يادكتور والله ربنا يبارك ف حضرتك,منور يا دكتور والله ربنا يبارك ف حضرتك,pos,,0,Positive-Feedback
حمد الله على السلامه ياترى اقدر اعرف مواعيد الدكتور مجدى  امتى والكشف كام,حمد الله علي السلامه يا تري اقدر اعرف مواعيد الدكتور مجدي امتي والكشف كام,obj,price-datetime-,1,Mixed-Inquiries
اخيرا يا دكتور حمد الله علي السلانه يا تري مواعيدك امتي و عنوان المستشفي,اخيرا يا دكتور حمد الله علي السلانه يا تري مواعيدك امتي و عنوان المستشفي,obj,place-,1,Location-Inquiry
عايزه دكتور مسالك بنتي عندها مثانه تعبانه يكون استشاري,عايزه دكتور مسالك بنتي عندها مثانه تعبانه يكون استشاري,obj,Medical_consult-Booking-,1,Mixed-Inquiries
عندي جراح في القدم اليمين عاوز احجز في أسرع وقت ممكن والعنوان,عندي جراح في القدم اليمين عاوز احجز في اسرع وقت ممكن والعنوان,obj,Medical_consult-datetime-,1,Mixed-Inquiries
ممكن احجز مع دكتور  الغدد مجدي علام  غي في اقرب وقت ممكن,ممكن احجز مع دكتور الغدد مجدي علام غي في اقرب وقت ممكن,obj,datetime-,1,Appointments-Inquiry
ممكن اعرف المواعيد والعنوان بالظبط,ممكن اعرف المواعيد والعنوان بالظبط,obj,datetime-,1,Appointments-Inquiry
دكتور انا مش عارفة اوصل لعياده حضرتك  حضرتك العياده فين,دكتور انا ما عارفة اوصل لعياده حضرتك العياده فين,obj,place-,1,Location-Inquiry
لو سمحت ممكن اعرف العنوان بالظبط ومواعيد دكتور مجدى,لو سمحت ممكن اعرف العنوان بالظبط ومواعيد دكتور مجدي,obj,datetime-place-,1,Mixed-Inquiries
ممكن اعرف مواعيد دمج ي علام والمكان والسعر,ممكن اعرف مواعيد دمج ي علام والمكان والسعر,obj,price-datetime-place-,1,Mixed-Inquiries
ممكن اعرف مواعيدة,ممكن اعرف مواعيدة,obj,datetime-,1,Appointments-Inquiry
ممكن المواعيد والعنوان وتمن الكشف,ممكن المواعيد والعنوان وتمن الكشف,obj,datetime-,1,Appointments-Inquiry
طيب لو سمحت فيه علاج,طيب لو سمحت فيه علاج,obj,Medical_consult-,1,Medical-Consultation
لو سمحت كنت عايز اعرف مواعيد الدكتور مجدى علام امتى والكشف بكام,لو سمحت كنت عايز اعرف مواعيد الدكتور مجدي علام امتي والكشف بكام,obj,price-datetime-,1,Mixed-Inquiries
بأختصار شويه الاعراض اللي حضرتك قولتهم هما دول اللي انا بشتكي منهم   انتفاخات غازات الأكل مش بينهضم كويس اسهال الامساك     اقدر اعرف الكشف كام,باختصار شويه الاعراض اللي حضرتك قولتهم هما دول اللي انا بشتكي منهم انتفاخات غازات الاكل ما بينهضم كويس اسهال الامساك اقدر اعرف الكشف كام,obj,Medical_consult-price-,1,Mixed-Inquiries
ممكن اعرف مواعيد  دسماح إدريس دكتورة الباطنه,ممكن اعرف مواعيد دسماح ادريس دكتورة الباطنه,obj,datetime-,1,Appointments-Inquiry
