message,predicted,tags,inquiry,ALL_Categories,cleaned
عايزة اعرف مواعيد دكتور مجدي علام والسعر غدد,obj,price-datetime-,1,Mixed-Inquiries,عايزة اعرف مواعيد دكتور مجدي علام والسعر غدد
لو سمحت ممكن اعرف المواعيد أمته و الكشف كام  و أقرب موعد,obj,price-datetime-,1,Mixed-Inquiries,لو سمحت ممكن اعرف المواعيد امته و الكشف كام و اقرب موعد
الف الف الف مليار مبروك ياغالى,obj,price-,1,Price-Inquiry,الف مليار مبروك يا غالي
"ربنا يحفظك 
يارب دايما في تقدم 
ربنا يوفقك ويسدد خطاك",pos,,0,Positive-Feedback,ربنا يحفظك يا رب دايما في تقدم ربنا يوفقك ويسدد خطاك
بالتوفيق د مجدي العالم المحترم الخلوق,pos,,1,Positive-Feedback,بالتوفيق د مجدي العالم المحترم الخلوق
ممتاز بسم الله ماشاء الله ربنا يبارك فيه ويحفظه وبالتوفيق يادكتور,pos,,0,Positive-Feedback,ممتاز بسم الله ماشاء الله ربنا يبارك فيه ويحفظه وبالتوفيق يا دكتور
مبروك دكتور مجدي,obj,,0,General Conversation,مبروك دكتور مجدي
عايز احجز عيادة غدد عند الدكتور مجدى علام فى فرع الشلالات فعايز اعرف الميعاد امتى,obj,datetime-place-support-PriceBooking-place-,1,Mixed-Inquiries,عايز احجز عيادة غدد عند الدكتور مجدي علام في فرع الشلالات فعايز اعرف الميعاد امتي
ربنا يوفقك اخي الغالي الف مبروكم,pos,price-,1,Positive-Feedback,ربنا يوفقك اخي الغالي الف مبروكم
المواعيد فى الاسكندريه فرع الازاريطه ومتاح يوم الخميس القادم والكشف كام,obj,price-datetime-place-place-,1,Mixed-Inquiries,المواعيد في الاسكندريه فرع الازاريطه ومتاح يوم الخميس القادم والكشف كام
عايز مواعيد دمجدى علام,obj,datetime-PriceBooking-,1,Mixed-Inquiries,عايز مواعيد دمجدي علام
"وين مكان المستشفى في سموحه 
العنوان ايه",obj,place-place-,1,Mixed-Inquiries,وين مكان المستشفي في سموحه العنوان ايه
الحجز ازاى من فضلك,obj,PriceBooking-place-,1,Mixed-Inquiries,الحجز ازاي من فضلك
الف مبروك د مجدى ربنا يكتبلك الخير دايما,pos,,0,Positive-Feedback,الف مبروك د مجدي ربنا يكتبلك الخير دايما
الف مبرووك د مجدي وبالتوفيق دايما ان شاء الله,pos,,0,Positive-Feedback,الف مبروك د مجدي وبالتوفيق دايما ان شاء الله
Mamet Mohamedاهو بصي تعليقات الناس,obj,,0,General Conversation,mamet mohamedاهو بصي تعليقات الناس
مواعيد د مجدي لو سمحت,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد د مجدي لو سمحت
مواعيد دكتور مجدي امتى,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد دكتور مجدي امتي
مواعيده ايه في فرع الازاريطه اسكندريه والكشف بكام,obj,price-datetime-place-place-,1,Mixed-Inquiries,مواعيده ايه في فرع الازاريطه اسكندريه والكشف بكام
مفيش عنوان للعياده,obj,place-place-,1,Mixed-Inquiries,مفيش عنوان للعياده
يوجد تعاقد مع ضرائب القيمه المضافه,obj,support-,1,Insurance-Inquiry,يوجد تعاقد مع ضرائب القيمه المضافه
دكتور مجدى دكتور ممتاز جدا وكنت بتابع معاه قبل سفرهمبروك على العودة والانضمام لاندلسيةممكن أعرف هو اندلسية شلالات ولا سموحة والمواعيد,obj,datetime-,1,Appointments-Inquiry,دكتور مجدي دكتور ممتاز جدا وكنت بتابع معاه قبل سفرهمبروك علي العودة والانضمام لاندلسيةممكن اعرف هو اندلسية شلالات ولا سموحة والمواعيد
الف الفمبروك دكتور مجدىربنا يبارك فيك ويحفظكواسال الله لك دوام التوفيق والنجاح فى مجال الطب والعلم وفقكم الله وحفظكم من كل سوءبسم الله ما شاء الله,pos,,1,Positive-Feedback,الف الفمبروك دكتور مجديربنا يبارك فيك ويحفظكواسال الله لك دوام التوفيق والنجاح في مجال الطب والعلم وفقكم الله وحفظكم من كل سوءبسم الله ما شاء الله
ماشاءالله ألف مليوووون مبرووووك يادكتور تستاهل كل خير,pos,,0,Positive-Feedback,ما شاء الله الف مليون مبروك يا دكتور تستاهل كل خير
الف مبروك من نجاح الي نجاح يارب دايما,pos,,0,Positive-Feedback,الف مبروك من نجاح الي نجاح يا رب دايما
موفق دايما بإذن الله زميلنا الفاضل الدكتور مجدي,pos,,0,Positive-Feedback,موفق دايما باذن الله زميلنا الفاضل الدكتور مجدي
الف الف مبروك,pos,,0,Positive-Feedback,الف مبروك
الف مبرووووووك  وبالتوفيق دايما وربنا يباركلك اللهم امين يارب العالمين,pos,,1,Positive-Feedback,الف مبروك وبالتوفيق دايما وربنا يباركلك اللهم امين يا رب العالمين
بالتوفيق إنشاء آلله د مجدي,pos,,0,Positive-Feedback,بالتوفيق انشاء الله د مجدي
مواعيد امتي,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد امتي
الف مبروك بالتوفيق دايما يارب,pos,,0,Positive-Feedback,الف مبروك بالتوفيق دايما يا رب
مواعيد الدكتور فرع الشلالات,obj,datetime-place-PriceBooking-place-,1,Mixed-Inquiries,مواعيد الدكتور فرع الشلالات
مبروك د مجدي,obj,,0,General Conversation,مبروك د مجدي
الف مبرووووووووك وربنا يباركلك ياااااااارب العالميييييييين,pos,,1,Positive-Feedback,الف مبروك وربنا يباركلك يا رب العالمين
دكتور مجدى دكتور ممتاز والمستشفى اسمها حيعلى بيه ,pos,,0,Positive-Feedback,دكتور مجدي دكتور ممتاز والمستشفي اسمها حيعلي بيه
د مجدى بالتوفيق من نجاح لنجاح,pos,,0,Positive-Feedback,د مجدي بالتوفيق من نجاح لنجاح
محتاج ميعاد يوم الخميس مع دكتور مجدى محمد علام فرع الشلالات الازاريطه لان انا بنروح بحاله تانيه متابعه كل يوم خميس مع دكتور محمد عطا وياريت يكون فتره مسائيه,obj,datetime-place-PriceBooking-place-,1,Mixed-Inquiries,محتاج ميعاد يوم الخميس مع دكتور مجدي محمد علام فرع الشلالات الازاريطه لان انا بنروح بحاله تانيه متابعه كل يوم خميس مع دكتور محمد عطا و يا ريت يكون فتره مسائيه
دكتور  محترم جدا بارك الله فيه عبقرى,pos,,0,Positive-Feedback,دكتور محترم جدا بارك الله فيه عبقري
المواعيد لو سمحت وبكام الكشف,obj,price-datetime-,1,Mixed-Inquiries,المواعيد لو سمحت وبكام الكشف
عايزه اعرف مواعيد والكشف بكام في اندلسيه الاسكندريه,obj,price-datetime-place-,1,Mixed-Inquiries,عايزه اعرف مواعيد والكشف بكام في اندلسيه الاسكندريه
ممكن اعرف دكتور مصطفي العسكرى في أي فرع الشلالات لانى شفت  فرعين,obj,place-place-,1,Mixed-Inquiries,ممكن اعرف دكتور مصطفي العسكري في اي فرع الشلالات لاني شفت فرعين
سعر الكشف والمواعيد,obj,price-datetime-,1,Mixed-Inquiries,سعر الكشف والمواعيد
الف الف مليوان مبرواك,obj,,0,General Conversation,الف مليوان مبرواك
ممكن اعرف مواعيده لو سمحت  وعايز احجز للدكتور مجدي علام,obj,datetime-PriceBooking-,1,Mixed-Inquiries,ممكن اعرف مواعيده لو سمحت وعايز احجز للدكتور مجدي علام
مواعيد دمجدى علام,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد دمجدي علام
مواعيد دكتور مجدي,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد دكتور مجدي
لو سمحتوا عاوزه لينك سحب الارقام,obj,,1,General-Inquiry,لو سمحتوا عاوزه لينك سحب الارقام
المواعيد والحجز وسعر كشف السكر وكشف الغدة,obj,price-datetime-Medical_consult-,1,Mixed-Inquiries,المواعيد والحجز وسعر كشف السكر وكشف الغدة
من فضلك ممكن مواعيد دكتور مجدى علام وبكام الكشف من فضلك,obj,price-datetime-place-,1,Mixed-Inquiries,من فضلك ممكن مواعيد دكتور مجدي علام وبكام الكشف من فضلك
المواعيد حاليا,obj,datetime-,1,Appointments-Inquiry,المواعيد حاليا
"السلام عليكم 
ممكن المواعيد 
والكشف والاستشاره بكام",obj,price-datetime-,1,Mixed-Inquiries,السلام عليكم ممكن المواعيد والكشف والاستشاره بكام
ارقام التليفون لو سمحت حجز مع دكتور مجدي,obj,PriceBooking-,1,Booking-Inquiry,ارقام التليفون لو سمحت حجز مع دكتور مجدي
سعر الكشف كام والمواعيد بالظبط لو سمحتم,obj,price-datetime-,1,Mixed-Inquiries,سعر الكشف كام والمواعيد بالظبط لو سمحتم
عايزة اعرف مواعيد دكتور مجدي علام و سعر الكشف,obj,price-datetime-,1,Mixed-Inquiries,عايزة اعرف مواعيد دكتور مجدي علام و سعر الكشف
الف مبرووووك د٠ مجدي وبالتوفيق دايما ان شاء الله,pos,,0,Positive-Feedback,الف مبروك د٠ مجدي وبالتوفيق دايما ان شاء الله
مواعيد د مجدى علام وسعر الكشف لو سمحت,obj,price-datetime-,1,Mixed-Inquiries,مواعيد د مجدي علام وسعر الكشف لو سمحت
فين الصور بتاعة الايفينت,obj,place-place-,1,Mixed-Inquiries,فين الصور بتاعة الايفينت
فى كارفور,obj,,0,General Conversation,في كارفور
تقصد سيتي سنتر اللي في كارفور,obj,,0,General Conversation,تقصد سيتي سنتر اللي في كارفور
ممكن اعرف سعر الاشاعه المغناطيسي,obj,price-,1,Price-Inquiry,ممكن اعرف سعر الاشاعه المغناطيسي
العنوان ورقم الهاتف لو سمحت,obj,place-PriceBooking-place-,1,Mixed-Inquiries,العنوان ورقم الهاتف لو سمحت
فين العنوان وبكام,obj,price-place-place-,1,Mixed-Inquiries,فين العنوان وبكام
الجهاز للعلاج ولا للكشف والتشخيص,obj,,1,General-Inquiry,الجهاز للعلاج ولا للكشف والتشخيص
لو سمحتوا لو شخص مصاب بالحمرة في رجله السن ٥٥ سنة,obj,,1,General-Inquiry,لو سمحتوا لو شخص مصاب بالحمرة في رجله السن ٥٥ سنة
فين ف سموحة وبكام,obj,price-place-place-,1,Mixed-Inquiries,فين ف سموحة وبكام
