message,predicted,tags,inquiry,ALL_Categories
"السلام عليكم 
ممكن المواعيد 
والكشف والاستشاره بكام",obj,price-datetime-,1,Mixed-Inquiries
ارقام التليفون لو سمحت حجز مع دكتور مجدي,obj,,1,General-Inquiry / Consultation
سعر الكشف كام والمواعيد بالظبط لو سمحتم,obj,price-datetime-,1,Mixed-Inquiries
عايزة اعرف مواعيد دكتور مجدي علام و سعر الكشف,obj,price-datetime-,1,Mixed-Inquiries
الف مبرووووك د٠ مجدي وبالتوفيق دايما ان شاء الله,pos,,0,Positive-Feedback
مواعيد د مجدى علام وسعر الكشف لو سمحت,obj,price-datetime-,1,Mixed-Inquiries
فين الصور بتاعة الايفينت,obj,,0,Other
فى كارفور,obj,,0,Other
تقصد سيتي سنتر اللي في كارفور,obj,,0,Other
ممكن اعرف سعر الاشاعه المغناطيسي,obj,price-,1,Price-Inquiry
العنوان ورقم الهاتف لو سمحت,obj,place-,1,Place-Inquiry
فين العنوان وبكام,obj,price-place-,1,Mixed-Inquiries
الجهاز للعلاج ولا للكشف والتشخيص,obj,,0,Other
لو سمحتوا لو شخص مصاب بالحمرة في رجله السن ٥٥ سنة,obj,,1,General-Inquiry / Consultation
فين ف سموحة وبكام,obj,price-,1,Price-Inquiry
له علاقه فى علاج حب الشباب,obj,,0,Other
لو سمحت في علاج للصدفية,obj,,1,General-Inquiry / Consultation
في علاج للوحمه الدمويه,obj,,0,Other
هل بيعالج البوهاق,obj,,1,General-Inquiry / Consultation
ان بنتى عنده ٨سنوات مولوده بوحمه دمويه تحت عنيه ليه علاج,obj,,1,General-Inquiry / Consultation
الحجز كام والمواعيد,obj,price-datetime-,1,Mixed-Inquiries
المواعيد والتكلفة,obj,price-datetime-,1,Mixed-Inquiries
هى الامراض دى معديه,obj,,0,Other
هو الجهاز ده فرع اسكندريه بس ولا متواجد ف فرع المعادي كمان,obj,place-,1,Place-Inquiry
هل الاجزيما ولا يا فندم,obj,,1,General-Inquiry / Consultation
"الحجز كام
تذكرة الجلدية سعرها كام لو سمحت 
و مواعيد عمل الجلدية أندلسية سموحة 
مستعجل جدا لو في ميعاد الصبح ان شاء الله أكيد حكون موجود
 محمود أبوشبانة ٠١٢٧٠٨٧٨٣٢٦",obj,price-datetime-,1,Mixed-Inquiries
بكام كشف الجلدية وهل فيه أساتذة وبكام عمل الاشعه بجهاز وودز وموجود في أي فرع,obj,price-place-,1,Mixed-Inquiries
لوسمحتو مواعيد اندلسيه المعادى دكتور جلديه,obj,datetime-,1,Appointments-Inquiry
هل يوجد علاج للثعلبة با الإسكندرية,obj,,1,General-Inquiry / Consultation
اناابنى بينهج كتير,obj,,0,Other
ممكن اعرف سعر ايكو الاطفال انا بتابع مع ابني بعد عملية القلب وممكن اعرف مين دكتور قلب اطفال عندكم في فرع نطونيادس,obj,price-place-,1,Mixed-Inquiries
السلام عليكم ورحمة الله وبركاته عايز اعرف موعيد حضرتك في اندلسية انا متعقد في مستشفى الشلالات جزاء الله خير ان شاء الله,obj,,1,General-Inquiry / Consultation
بس عندي مشكله ديما عندي حساسيه بهروش صيف وشتاء واستحاله اشيل الشعر ولا اعمل اي شئ في وشي لو عملت وتعالج أكثر من عشر ايام من الحبوب و البوقر الكبيره الي بتظهر,obj,,0,Other
لوسمحتي انا بشرتي دهنيه المفروض استعمل اي نوع من الوقاي الشمس وممكن استعمله في الشتاء,obj,,1,General-Inquiry / Consultation
فى امراض دم اطفال,obj,,0,Other
لو سمحتم عايزه احجز عند د محي الشاذلي عايزه رقم موب,obj,,1,General-Inquiry / Consultation
هل المستشفي لها علاقة بالمستشفي اللي بالسعودية لاني عملت اشعة علي الانف لوجود لحمية بالانف وعايز اعمل عملية اللحمية الان وانا بالاسكندرية,obj,,1,General-Inquiry / Consultation
عايز أحجز كشف عظام د محمد علي حسين,obj,,0,Other
أرجو أجابتي في موضوع هام تجاه أستفسار هل تحتاجوه للعمل أستشاري تأهيل وأصابات ملاعب بروفشنل بروفشنل بروفشنل بمعني الكلمة خبرة ٢٥ عام في مستشفيات بنسلفانيا  بكين ورئيس الجهاز الطبي لأصابات الملاعب بأندية مختلفة بدولة قطر ورئيس القطاع الطبي لفريق كرة القدم بالنادي الأوليمبي سابقا  وحاليا رئيس فرع النقابة العامة للتأهيل والأصابات بالأسكندرية وأيضا وحاليا رئيس القطاع الطبي لفريق الجومباز بنادي سموحه الرياضي بالأسكندرية,obj,place-,1,Place-Inquiry
المواعيد وتكلفة الكشف وأسماء الاطباء,obj,price-datetime-,1,Mixed-Inquiries
مواعيد وكام تكلفه الكشف,obj,price-datetime-,1,Mixed-Inquiries
المواعيد وتكلفة الكشف انا من اسكندريه,obj,price-datetime-,1,Mixed-Inquiries
لو سمحت ممكن اعرف سعر الكشف فى الاسكندريه,obj,price-,1,Price-Inquiry
المستشفي فين بل الظبط والكشف بكام ارجو الرد,obj,price-,1,Price-Inquiry
اسم الطبيب المعالج والمواعيد وثمن الكشف في سموحه الاسكندريه,obj,datetime-,1,Appointments-Inquiry
المواعيد وتكلفة الكشف وأسماء الاطباء فى الاسكندرية,obj,price-datetime-,1,Mixed-Inquiries
المواعيد وتكلفة الكشف والعنوان مستشفي المعادي لو سمحت,obj,price-datetime-place-,1,Mixed-Inquiries
سعر الكشف والمواعيد من فضلك واسم الطبيب المعالج  في فرع الشلالات ,obj,price-datetime-place-,1,Mixed-Inquiries
ممكن اعرف المواعيد والأطباء,obj,datetime-,1,Appointments-Inquiry
السلآم عليكم عا زه اعرف مواعيد دكتور هاشم حافظ,obj,datetime-,1,Appointments-Inquiry
نفسى اعرف السبب,obj,,1,General-Inquiry / Consultation
السعر واسم الطبيب المعالج والمواعيد فرع الشلالات من فضلك واشكركم,obj,price-datetime-place-,1,Mixed-Inquiries
والله دكتور محمد دكتور كويس جدا شخصلي حالتي من اول كشف عكس دكاتره كتير الواحد كشف عندها في القاهرة والاسكندراية وهو اللي قالي العملية ربنا يكرمك يا دكتور,obj,,0,Other
ابني بيجيله دسك اسفل الظهر يجعله لا يستطيع الحركة او يقوم ويقعد ويوطي وبييجي أثناء نوبات عطس او كحة او مجهود او شيل ثقيل وأحيانا بيكون ليه تأثير علي الرجل وبيتكرر كثير ده تشخيصه ايه,obj,,1,General-Inquiry / Consultation
السلام عليكم دكتور هل شرخ اوكسر ضلوع الصدر لها علاج,obj,,1,General-Inquiry / Consultation
محتاجة احجز اشعة رنين على الفقرات القطنية المعادي,obj,,0,Other
لو سمحتوا التليفون الارضي مش شغال مفيش رقم تاني,obj,,1,General-Inquiry / Consultation
احمد ادون,obj,,0,Other
"عندى غضروفين الأولى والخامسة 
عاوز اعرف مواعيد الكشف وبكام",obj,price-datetime-,1,Mixed-Inquiries
كشف بكم المواعيد من كم لكم,obj,price-datetime-,1,Mixed-Inquiries
المواعيد وسعر الكشف اسكندريه,obj,price-datetime-,1,Mixed-Inquiries
"عندى غضروفين الأولى والخامسة 
عاوز اعرف مواعيد الكشف وبكام
بمستشفى أندلسية سموحة بالإسكندرية 
وهل فيه تعاقد تأمين صحي مع اكسا مصر",obj,price-datetime-,1,Mixed-Inquiries
كشف العظام بكام فرع اسكندرية واشعة رنين للقطنية بكام والمواعيد,obj,price-datetime-place-,1,Mixed-Inquiries
"انا من الاسكندريه 
ممكن اعرف من حضرتك  الكشف بكام",obj,price-,1,Price-Inquiry
عنوان المستشفى لو سمحت بالقاهرة,obj,place-,1,Place-Inquiry
هل في حجز,obj,,1,General-Inquiry / Consultation
د محمد عادل من الدكاتره المحترميييين جدا خلوق جدا وانسان بمعنى الكلمه,pos,,0,Positive-Feedback
الكشف بكام من فضلك اسكندريه سموحة,obj,price-,1,Price-Inquiry
مفيش دكتور مسالك جاي من بره,obj,,0,Other
لو سمحت ممكن اعرف المستشفي فيها كشف نساء ولا لا,obj,,1,General-Inquiry / Consultation
"ممكن اعرف تكلفه عمليه الحميه ومياه علي الأذن 
كام",obj,price-,1,Price-Inquiry
لو سمحت هل يوجد جهاز تفتيت الحصوات بالموجات فوق تصادميه في فروع اسكندرية سواء الشلالات او سموحه,obj,place-,1,Place-Inquiry
فيه فحص شامل لقلب طفل في التاسعه,obj,,0,Other
بكام القيصريه محافظة اسكندريه,obj,price-,1,Price-Inquiry
لو سمحت بكام القيصري اسكندرية,obj,price-,1,Price-Inquiry
بكام القيصري انا من الاسكندريه,obj,price-,1,Price-Inquiry
بكام القيصريه الإسكندرية,obj,price-,1,Price-Inquiry
بكام القيصريه الاسكندريه,obj,price-,1,Price-Inquiry
بكام القيصريه,obj,price-,1,Price-Inquiry
بكام الولادة القيصرى اسكندريه,obj,price-,1,Price-Inquiry
القيصريه بكام القاهرة,obj,price-,1,Price-Inquiry
بكام القيصرية الاسكندرية,obj,price-,1,Price-Inquiry
بكام الطبيعى والقيصرى,obj,price-,1,Price-Inquiry
بكام الولاده فى اندلسيه سموحة سواء قيصرية او طبيعي,obj,price-,1,Price-Inquiry
بكام القيصرية,obj,price-,1,Price-Inquiry
بكام الولاده القيصريه,obj,price-,1,Price-Inquiry
بكام القيصريه اسكندريه,obj,price-,1,Price-Inquiry
بكام الطبيعى اسكندريه,obj,price-,1,Price-Inquiry
بكام الولادة الطبيعى,obj,price-,1,Price-Inquiry
ممكن اعرف السعر,obj,price-,1,Price-Inquiry
بكام طبيعي او قيصري,obj,price-,1,Price-Inquiry
بكام القيصيريه الاسكندريه,obj,price-,1,Price-Inquiry
بكام الطبيعي,obj,price-,1,Price-Inquiry
الاسعار ,obj,price-,1,Price-Inquiry
بكام ولاده طبيعى وقيصري فى الاسكندريه,obj,price-,1,Price-Inquiry
ممكن اعرف مواعيد دكتوره نساء لمتابعه الحمل والولاده في فرع المعادي,obj,datetime-place-,1,Mixed-Inquiries
بكام الولادة في فرع المعادي,obj,price-place-,1,Mixed-Inquiries
كم تكلفه عمليه استخراج حصوات المراره بالمنظار,obj,price-,1,Price-Inquiry
من فضلك ممكن تفاصيل ال packages للولاده القيصريه ,obj,,0,Other
"بكام الولادة قيصري الاسكندرية  شهر 3 
حجرة غير مشتركة",obj,price-,1,Price-Inquiry
بكام الولاده القيصري,obj,price-,1,Price-Inquiry
بكام وعدد الجلسات ممكن اعرف يوجد جلسات الهالات السوداء,obj,price-,1,Price-Inquiry
"بكام  انا من محافظه الجيزه

وكنت عايزه اعرف بردو 
حقن البلازما للشعر لو الشعرخفيف و فيه فرغات من الامام تبقي الجلسه بكام وهحتاج كام جلسه ",obj,price-,1,Price-Inquiry
بكام فرع سموحةوعدد الجلسات اد ايه,obj,price-place-,1,Mixed-Inquiries
السعر والمحافظه الجيزه,obj,price-,1,Price-Inquiry
"بكم الجلسه
مستشفى أندلسية سموحة 
 الاسكندريه",obj,price-,1,Price-Inquiry
بكام الجلسه من فضلك وعدد الجلسات بيتحدد على أساس ايه ,obj,price-,1,Price-Inquiry
مفيش عروض تانيه,obj,,0,Other
بكام في الاسكندرية  وفروع المستشفي فين ,obj,price-place-,1,Mixed-Inquiries
تفاصيل بليز ,obj,,0,Other
بتفتح البشرة كام درجة,obj,price-,1,Price-Inquiry
في جلسات تقشير الشفايف,obj,,0,Other
اسعار عروض علاج تساقط شعر,obj,price-,1,Price-Inquiry
كم سعر الجلسة واحتاج كم جلسة,obj,price-,1,Price-Inquiry
يوجد عندكم جهاز تنظيف البشره,obj,,0,Other
بكام الجلسه من فضلك وعدد الجلسات بيتحدد على أساس ايه  ,obj,price-,1,Price-Inquiry
